PARK_ID,Park_name,Address,City,Zip Code,Park District,Phone,Longitude,Latitude,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,picture,PARK_TYPE,Acres,Area,Length
BIDD,Biddleville Park,"500 ANDRILL TR, CHARLOTTE, NC 28216",CHARLOTTE,28216,Central,9803141002,-80.8502722,35.2434194,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/15/attachments/3209?token=,NEIGHBORHOOD PARK,3.22112292,140311.3574,1827.004076
STHS,Southside Park,"645 REMOUNT RD, CHARLOTTE, NC 28203",CHARLOTTE,28203,Central,9803141002,-80.8748368,35.2080837,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,COMMUNITY PARK,20.5130138,893543.2036,5300.949039
DEVS,Devonshire Park,"6330 BARRINGTON DR, CHARLOTTE, NC 28215",CHARLOTTE,28215,North,9803141001,-80.745612,35.2472901,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,NEIGHBORHOOD PARK,1.48456504,64667.28317,1262.282143
ROCK,Theresea C. Elder Park,"6325 ROCKWELL CHURCH RD, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141001,-80.7996671,35.305861,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/153/attachments/1278?token=,NEIGHBORHOOD PARK,15.75024128,686077.8987,3995.185752
LNCE,Lake Norman Charter Elementary School Gymnasium,"10019 HAMBRIGHT RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.869608,35.3807889,https://www.huntersville.org/162/Parks-Recreation,Varies,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,,,,
CARM,Carmel Road Park,"2365 CARMEL RD, CHARLOTTE, NC 28226",CHARLOTTE,28226,South,9803141003,-80.8066799,35.1342775,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/25/attachments/2406?token=,NEIGHBORHOOD PARK,9.70009484,422534.5882,2689.741891
MCEF,McEver Athletic Field,"626 SOUTH ST, DAVIDSON, NC 28036",DAVIDSON,28036,North,7048923349,-80.8493215,35.4907843,https://www.ci.davidson.nc.us/130/Parks-Recreation,Website,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/721/attachments/1216?token=,,,,
PERL,Pearl Street Park,"602 KENILWORTH AV, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,9803141002,-80.8372597,35.2123678,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/132/attachments/3246?token=,NEIGHBORHOOD PARK,9.92081078,432148.9364,4636.466598
ABRP,Albemarle Road Park,"9120 E W T HARRIS BV, CHARLOTTE, NC 28227",CHARLOTTE,28227,South,9803141003,-80.7266494,35.1962647,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/9/attachments/2034?token=,COMMUNITY PARK,21.13117673,920470.468,6577.655884
LATN,Latta Nature Preserve,"5226 SAMPLE RD, HUNTERSVILLE, NC 28216",HUNTERSVILLE,28216,North,9803141129,-80.904675,35.3592742,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/91/attachments/4002?token=,NATURE PRESERVE,1471.552289,64100560.89,68931.92379
OLDP,Olde Providence Park,"3800 REA RD, CHARLOTTE, NC 28226",CHARLOTTE,28226,South,9803141003,-80.7975019,35.1101134,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/129/attachments/2403?token=,,,,
SUGP,Sugaw Creek Park,"941 W SUGAR CREEK RD, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141001,-80.7940958,35.2723349,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,,COMMUNITY PARK,72.77837919,3170213.386,12413.74593
TRYH,Tryon Hills Park,"220 W 30TH ST, CHARLOTTE, NC 28206",CHARLOTTE,28206,Central,9803141002,-80.8176419,35.2502998,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,NEIGHBORHOOD PARK,1.91008386,83202.96495,1208.203756
MATH,Mecklenburg County Sports Complex,"2425 SPORTS PY, MATTHEWS, NC 28105",MATTHEWS,28105,South,9803147539,-80.7029514,35.1076915,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/105/attachments/7?token=,REGIONAL PARK,160.7412922,7001862.79,12061.20293
SEVP,Seversville Park,"540 S BRUNS AV, CHARLOTTE, NC 28217",CHARLOTTE,28217,Central,9803141002,-80.866528,35.2390787,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/158/attachments/3231?token=,NEIGHBORHOOD PARK,11.08123782,482696.4383,3671.828813
TMCW,T.M. Winget Park,"12025 WINGET RD, CHARLOTTE, NC 28278",CHARLOTTE,28278,South,9803141003,-81.002663,35.1316631,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/177/attachments/2017?token=,REGIONAL PARK,149.1921525,6498783.945,12144.40164
TRGL,Tradition Golf Course,"3800 PROSPERITY CHURCH RD, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141001,-80.7763496,35.3509638,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/179/attachments/2005?token=,GOLF COURSE,194.1107438,8455429.786,17687.37656
BCKP,Back Creek Park,"3343 BACK CREEK CHURCH RD, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141001,-80.7023247,35.2901864,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/13/attachments/401?token=,REGIONAL PARK,126.851281,5525618.443,14815.78618
SUGC,Sugaw Creek Recreation Center,"943 W SUGAR CREEK RD, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141001,-80.7963565,35.2723946,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/170/attachments/3203?token=,,,,
UPST,Berewick Park,"5920 DIXIE RIVER RD, CHARLOTTE, NC 28208",CHARLOTTE,28208,South,9803141003,-80.9807881,35.1735099,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/186/attachments/2013?token=,REGIONAL PARK,197.675623,8610689.664,17563.89822
RENP,Reedy Creek Nature Preserve,"2900 ROCKY RIVER RD, CHARLOTTE, NC 28215",CHARLOTTE,28215,North,9803141001,-80.7167454,35.2766262,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/145/attachments/2036?token=,NATURE PRESERVE,676.7257219,29478053.87,38308.96533
WEST,Westerly Hills Park,"3970 BRISTOL DR, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141002,-80.904348,35.2301852,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,NEIGHBORHOOD PARK,12.51236771,545036.4942,5649.545879
WILM,Wilmore Park,"900 SPRUCE ST, CHARLOTTE, NC 28203",CHARLOTTE,28203,Central,9803141002,-80.86805,35.2210814,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,NEIGHBORHOOD PARK,1.27237451,55424.44041,1419.731355
CHTY,Chantilly Park,"222 WYANOKE AV, CHARLOTTE, NC 28205",CHARLOTTE,28205,Central,9803141002,-80.80896,35.2075972,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/30/attachments/3223?token=,NEIGHBORHOOD PARK,19.48992629,848977.6291,6088.207817
LTNC,Quest at Latta Nature Preserve,"6345 SAMPLE RD, CHARLOTTE, NC 28078",CHARLOTTE,28078,North,9803141129,-80.9069163,35.3579702,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/235/attachments/2006?token=,,,,
MCTO,McIlwaine Park,"8101 MCILWAINE RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,9803141001,-80.8979951,35.3931927,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,REGIONAL PARK,137.7117708,5998701.201,14918.98566
MTLD,Rozzelles Ferry Nature Preserve,"11840 MOUNTAIN ISLAND BROOK LN, CHARLOTTE, NC 28214",CHARLOTTE,28214,North,9803141001,-80.9691238,35.34785,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NATURE PRESERVE,4.49797057,195930.8168,2140.753209
TUCP,Tuckaseegee Park,"4820 TUCKASEEGEE RD, CHARLOTTE, NC 28208",CHARLOTTE,28208,North,9803141001,-80.9079198,35.2484005,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/182/attachments/2011?token=,NEIGHBORHOOD PARK,19.74348673,860022.7183,5935.603315
PUHU,Purser-Hulsey Park,"3024 MATTHEWS-MINT HILL RD, MATTHEWS, NC 28105",MATTHEWS,28105,South,7043217275,-80.6841268,35.1329798,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,
WPRC,Wallace Pruitt Recreation Center,"501 S BRUNS AV, CHARLOTTE, NC 28208",CHARLOTTE,28208,Central,9803141114,-80.864979,35.2392339,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,
FRAZ,Frazier Park,"1201 W 4TH ST EXT, CHARLOTTE, NC 28202",CHARLOTTE,28202,Central,9803141002,-80.8568776,35.2332888,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/71/attachments/1304?token=,NEIGHBORHOOD PARK,17.08388583,744170.8649,6842.297567
JUPK,Julian Underwood Park,"5400 GALWAY DR, CHARLOTTE, NC 28215",CHARLOTTE,28215,South,9803141003,-80.7578536,35.2415883,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/251/attachments/3259?token=,NEIGHBORHOOD PARK,13.47228971,586850.5451,3654.175475
FVRP,Fairview Road Park,"10601 FAIRVIEW RD, CHARLOTTE, NC 28227",CHARLOTTE,28227,South,9803141003,-80.6083328,35.1719799,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,REGIONAL PARK,141.8819626,6180354.016,12925.32466
PLCP,Plum Creek Park,"18928 BARTLETTE CREEK DR, DAVIDSON, NC 28036",DAVIDSON,28036,North,7048923349,-80.8239716,35.4737193,https://www.ci.davidson.nc.us/130/Parks-Recreation,Daylight,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/278/attachments/1220?token=,,,,
STVN,Stevens Creek Nature Preserve,"15700 THOMPSON RD, MINT HILL, NC 28227",MINT HILL,28227,South,9803141003,-80.6464147,35.1472913,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/259/attachments/1326?token=,NATURE PRESERVE,280.2107956,12205932.82,22001.81083
DBWC,David B. Waymer Recreation & Senior Center,"14008 HOLBROOKS RD, HUNTERSVILLE, NC 28078",HUNTERSVILLE,28078,North,7047662220,-80.8355694,35.3989769,https://www.huntersville.org/162/Parks-Recreation,Non-Operational,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/263/attachments/3201?token=,,,,
PALI,York Road Palisades Park,"15321 YORK RD, CHARLOTTE, NC 28278",CHARLOTTE,28278,South,9803141003,-81.0242228,35.0939109,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/218/attachments/2021?token=,,,,
CALD,Caldwell Park,"6301 CALDWELL PARK DR, CHARLOTTE, NC 28213",CHARLOTTE,28213,North,9803141001,-80.6865595,35.3121618,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NEIGHBORHOOD PARK,28.85559537,1256944.947,4691.42952
GREN,Greene Street Park,"5612 GREENE ST, CHARLOTTE, NC 28269",CHARLOTTE,28269,North,9803141001,-80.8088342,35.3084212,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NEIGHBORHOOD PARK,0.10148573,4420.684219,280.4328093
PRNP,Providence Nature Preserve,"2710 PEVERELL LN, CHARLOTTE, NC 28270",CHARLOTTE,28270,South,9803141003,-80.7564547,35.0941994,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,NATURE PRESERVE,48.11919969,2096064.062,10369.00584
HAWC,Hawthorne Recreation Center,"345 HAWTHORNE LN, CHARLOTTE, NC 28204",CHARLOTTE,28204,Central,9803141002,-80.82293,35.2153764,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/76/attachments/3254?token=,,,,
RVRP,Riverside Drive Park,"1640 RIVERSIDE DR, CHARLOTTE, NC 28214",CHARLOTTE,28214,North,9803141001,-80.9842518,35.3188141,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,COMMUNITY PARK,85.69057651,3732666.358,16695.15621
TYVS,Tyvola Senior Center,"2225 TYVOLA RD, CHARLOTTE, NC 28210",CHARLOTTE,28210,South,9803141320,-80.8595657,35.1599896,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,5-Aug,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,,SENIOR CENTER,4.49918303,195983.6794,1903.526344
